Data_s3a1_k1_1_4_9_10_0.0_LSTM,,,
s3a1_k1_1.txt
cmaes:,30.00,0.71,17.23
simulannealbnd:,30.00,0.54,14.43
MCTS:,30.00,0.54,9.20
random:,30.00,0.15,11.20


s3a1_k1_2.txt
cmaes:,30.00,0.47,13.33
simulannealbnd:,30.00,0.33,8.20
MCTS:,30.00,0.47,8.73
random:,30.00,0.06,6.03


s3a1_k1_3.txt
cmaes:,29.00,0.40,16.31
simulannealbnd:,30.00,0.25,6.27
MCTS:,30.00,0.52,6.60
random:,30.00,0.06,4.47


Data_s3a1_k2_1_4_9_10_0.0_LSTM,,,
s3a1_k2_1.txt
cmaes:,30.00,1.20,38.77
simulannealbnd:,30.00,0.74,27.30
MCTS:,30.00,0.80,15.20
random:,30.00,0.22,15.80


s3a1_k2_2.txt
cmaes:,30.00,0.24,5.67
simulannealbnd:,30.00,0.29,8.73
MCTS:,30.00,0.64,12.33
random:,30.00,0.18,13.07


s3a1_k2_3.txt
cmaes:,30.00,0.60,22.30
simulannealbnd:,30.00,0.24,6.57
MCTS:,30.00,0.57,10.13
random:,30.00,0.06,5.43


Data_s3a1_k3_1_4_9_10_0.0_LSTM,,,
s3a1_k3_1.txt
cmaes:,28.00,1.15,44.46
simulannealbnd:,30.00,0.52,16.50
MCTS:,30.00,1.22,27.90
random:,30.00,0.24,21.37


s3a1_k3_2.txt
cmaes:,30.00,0.05,1.00
simulannealbnd:,30.00,0.05,1.00
MCTS:,30.00,0.60,9.13
random:,30.00,0.08,5.77


s3a1_k3_3.txt
cmaes:,30.00,0.48,17.80
simulannealbnd:,30.00,0.43,11.90
MCTS:,30.00,0.48,6.33
random:,30.00,0.13,12.50


Data_s3a1_k4_1_4_9_10_0.0_LSTM,,,
s3a1_k4_1.txt
cmaes:,30.00,0.97,32.53
simulannealbnd:,30.00,0.34,7.93
MCTS:,30.00,0.49,7.43
random:,30.00,0.07,6.03


s3a1_k4_2.txt
cmaes:,30.00,0.64,24.70
simulannealbnd:,30.00,0.59,22.87
MCTS:,30.00,0.61,14.63
random:,30.00,0.22,19.40


s3a1_k4_3.txt
cmaes:,30.00,0.46,15.40
simulannealbnd:,30.00,0.27,6.33
MCTS:,30.00,0.39,4.87
random:,30.00,0.03,2.90


Data_s3a1_k5_1_4_9_10_0.0_LSTM,,,
s3a1_k5_1.txt
cmaes:,30.00,1.34,43.60
simulannealbnd:,30.00,0.93,34.40
MCTS:,30.00,0.97,20.70
random:,30.00,0.68,59.83


s3a1_k5_2.txt
cmaes:,30.00,0.49,17.03
simulannealbnd:,30.00,0.43,9.87
MCTS:,30.00,0.83,22.43
random:,30.00,0.06,5.67


s3a1_k5_3.txt
cmaes:,22.00,0.64,32.95
simulannealbnd:,30.00,0.38,15.30
MCTS:,30.00,0.70,18.53
random:,30.00,0.18,18.77


Data_s3a2_k1_1_4_9_10_0.01_LSTM,,,
s3a2_k1_1.txt
cmaes:,30.00,0.91,26.53
simulannealbnd:,30.00,0.65,21.23
MCTS:,30.00,0.87,19.53
random:,30.00,0.16,11.60


s3a2_k1_2.txt
cmaes:,30.00,0.28,6.37
simulannealbnd:,30.00,0.30,9.17
MCTS:,30.00,1.42,42.33
random:,30.00,0.10,8.10


s3a2_k1_3.txt
cmaes:,30.00,0.31,8.77
simulannealbnd:,30.00,0.33,11.30
MCTS:,30.00,0.95,23.27
random:,30.00,0.11,9.00


Data_s3a2_k2_1_4_9_10_0.01_LSTM,,,
s3a2_k2_1.txt
cmaes:,30.00,0.61,12.27
simulannealbnd:,30.00,0.57,14.73
MCTS:,30.00,0.91,21.40
random:,30.00,0.17,12.03


s3a2_k2_2.txt
cmaes:,30.00,0.40,9.77
simulannealbnd:,30.00,0.33,9.00
MCTS:,30.00,0.36,2.90
random:,30.00,0.10,9.63


s3a2_k2_3.txt
cmaes:,30.00,0.48,15.13
simulannealbnd:,30.00,0.46,13.90
MCTS:,30.00,0.62,16.17
random:,30.00,0.14,12.50


Data_s3a2_k3_1_4_9_10_0.01_LSTM,,,
s3a2_k3_1.txt
cmaes:,30.00,0.76,18.60
simulannealbnd:,30.00,0.81,25.00
MCTS:,30.00,2.04,57.07
random:,30.00,0.15,13.17


s3a2_k3_2.txt
cmaes:,30.00,0.79,32.27
simulannealbnd:,30.00,1.18,49.13
MCTS:,30.00,1.66,49.17
random:,30.00,0.30,26.50


s3a2_k3_3.txt
cmaes:,30.00,0.41,8.80
simulannealbnd:,30.00,0.30,7.60
MCTS:,30.00,0.66,14.43
random:,30.00,0.12,9.90


Data_s3a2_k4_1_4_9_10_0.01_LSTM,,,
s3a2_k4_1.txt
cmaes:,30.00,0.47,7.17
simulannealbnd:,30.00,0.60,19.83
MCTS:,30.00,0.61,14.27
random:,30.00,0.17,16.00


s3a2_k4_2.txt
cmaes:,30.00,0.19,2.97
simulannealbnd:,30.00,0.29,7.83
MCTS:,30.00,0.40,5.67
random:,30.00,0.05,4.47


s3a2_k4_3.txt
cmaes:,30.00,0.28,8.70
simulannealbnd:,30.00,0.40,14.47
MCTS:,30.00,0.71,16.70
random:,30.00,0.10,8.97


Data_s3a2_k5_1_4_9_10_0.01_LSTM,,,
s3a2_k5_1.txt
cmaes:,30.00,2.58,115.03
simulannealbnd:,30.00,0.82,33.07
MCTS:,30.00,1.01,32.03
random:,30.00,0.32,27.63


s3a2_k5_2.txt
cmaes:,30.00,0.39,14.07
simulannealbnd:,30.00,0.44,16.07
MCTS:,30.00,1.09,37.80
random:,30.00,0.15,14.03


s3a2_k5_3.txt
cmaes:,30.00,1.26,69.97
simulannealbnd:,30.00,0.55,25.00
MCTS:,30.00,0.94,31.47
random:,30.00,0.20,21.30


Data_s3a3_k1_1_4_9_10_0.05_LSTM,,,
s3a3_k1_1.txt
cmaes:,30.00,0.54,11.03
simulannealbnd:,30.00,0.35,6.73
MCTS:,30.00,0.75,14.27
random:,30.00,0.11,7.60


s3a3_k1_2.txt
cmaes:,30.00,0.38,8.67
